Appliances Current Profile of single day,,,
Air Conditioner,Electric Kettle,Electric Iron,Water Dispensor
0.000930793,-0.147952952,-0.38825651,0.024901608
0.067640043,-0.011907604,0.04967168,-0.038874028
-0.070347161,-0.141316036,-0.387689736,0.030753574
0.124386099,-0.279174297,0.382542738,-0.047649793
-0.079257602,-0.084812032,0.127506502,0.009465523
-0.004609268,-0.075387181,-0.150330409,-0.168408124
-0.207833121,0.076290164,0.404251739,-0.05085639
-0.100718366,-0.163191812,-0.183876564,-0.099115402
0.025789542,-0.005436313,0.570970663,-0.053244988
0.059091362,0.48886909,-0.629752065,0.018807716
0.006647341,-0.131712425,-0.256142404,-0.177964336
0.162045305,-0.063032049,-0.040400609,-0.113083981
0.057813479,-0.333791216,0.377285374,0.124638457
-0.012346448,-0.06652035,-0.288291132,-0.084011351
-0.032037876,0.238506541,-0.244583665,0.039758826
0.006398781,-0.025864698,0.453836978,-0.200986621
0.176440032,0.079680436,0.606498201,0.020129771
0.141231032,-0.058770085,0.552119777,0.022445176
0.165883111,-0.146252542,-0.051945385,-0.084328993
0.021857025,-0.374553075,-0.335477353,0.047498346
-0.007876916,0.231008947,-0.237911257,-0.164906886
-0.012744391,0.027138546,-0.311885653,0.071898422
0.078074409,0.024830322,-0.147141523,0.139249071
-0.027491402,0.062908077,-0.112070689,0.093017322
-0.177525204,0.439787389,-0.203315825,0.014903714
-0.021818106,-0.427113443,0.58868917,0.048553415
0.252222431,-0.607669626,-0.243659309,-0.050020995
-0.033548135,0.093481804,-0.10102606,-0.024465776
0.100160105,-0.112787599,-0.175901643,-0.068339196
0.001632972,-0.188643836,-0.618619488,0.067636174
-0.02638395,0.148348886,-0.303638476,0.021713241
-0.09119988,-0.059843741,-0.085018721,0.027946226
-0.14104376,0.008867034,-0.158766758,0.090367235
-0.021416296,-0.235575031,-0.480526412,-0.199731741
-0.129810686,0.13725887,-0.081931854,0.029041717
-0.053403606,0.164131442,-0.225144417,0.010511141
0.086326428,-0.252229069,-0.06240375,0.068369067
0.008527107,0.34695479,-0.024205985,0.059825513
-0.218478541,-0.400367834,0.109091558,0.077040188
0.185009334,0.149590606,-0.095780922,-0.098564222
0.100151821,-0.116840958,0.161647962,0.098073989
0.075276303,-0.118407439,-0.02535426,-0.07587535
0.050101611,0.152039792,0.308877189,-0.02118397
-0.059035109,-0.3547063,-0.250180163,-0.096299
0.010527754,-0.049082684,0.275040288,0.096039154
0.03873709,0.146848759,0.435089999,-0.009735837
0.033302844,0.492437095,-0.133522376,-0.29979074
0.127814188,-0.101922484,0.469597682,-0.178003302
-0.025984613,0.311358368,0.218931666,0.012463538
0.155194596,0.088815658,-0.08445732,0.113980154
-0.005716453,0.359951741,0.123025082,0.149621641
0.018457861,-0.357525399,-0.292638649,-0.045891089
0.129176473,-0.105322823,0.344796124,-0.022932132
-0.072243203,-0.089129767,0.719616728,0.065119377
-0.136004767,0.240222043,-0.087355063,-0.049835855
-0.143246735,-0.084928897,0.270418523,-0.019935973
0.092769616,-0.457995415,0.23886154,-0.013687626
0.027671072,0.046272934,0.208396584,-0.053227966
-0.008979553,0.1404782,-0.434591461,-0.046932953
-0.045738625,-0.120530346,0.134845862,-0.083898586
0.019833505,-0.136007478,0.399862714,-0.243781368
-0.014814436,-0.20577499,0.05405475,-0.126592732
-0.060744472,-0.393623028,-0.142896444,-0.090625131
-0.007834192,0.146631583,-0.089471577,-0.001567709
-0.108325743,-0.126428137,0.244746307,-0.027046527
-0.077171344,0.190542187,-0.321534322,-0.037957526
0.019641683,-0.161908352,-0.041210837,-0.02648092
-0.025628895,0.221099899,-0.253682128,-0.005446348
-0.06826095,-0.146417882,0.148313073,-0.045317893
-0.277502761,-0.491224471,-0.207484651,0.166307113
-0.087350775,-0.060256531,0.043709568,0.028574411
0.007119855,0.172328078,0.127231823,0.066915771
0.094655366,-0.340935303,0.356759823,-0.072520667
0.061411312,0.007714191,0.007445803,-0.114347766
-0.035811315,0.094156729,-0.135036658,-0.053122356
-0.189569018,-0.008188923,0.346228898,0.106232894
-0.194964273,0.425853048,-0.134420776,-0.069118594
-0.025514471,0.11341262,0.000985351,-0.028350601
-0.253800461,0.237783305,0.189683857,-0.120053709
-0.153702667,-0.507114857,0.193306627,-0.0409031
0.082807837,-0.040616532,-0.34922705,-0.122243763
-0.027843179,0.464314314,-0.102961359,0.079209896
-0.179594684,-0.077229095,-0.172140133,-0.086518055
-0.140293924,0.171016686,0.302035647,0.022933442
0.107660907,-0.281092934,-0.003346933,-0.04569979
0.1396496,0.229738601,0.447177869,-0.152599901
-0.034785517,0.195167186,-0.005645171,-0.130540897
-0.140963836,0.074046328,-0.317726658,-0.029727947
-0.102512659,0.422315863,-0.740244285,0.126247111
0.001317966,-0.02195293,-0.018392839,0.015453958
-0.037009544,-0.308226311,0.125463407,0.159475438
-0.124195481,0.419080005,-0.227233987,-0.017322704
-0.03003093,0.534378569,0.328713756,0.136199505
0.004111836,-0.510262187,-0.283292489,-0.035915375
-0.15387217,-0.021140327,-0.067793426,0.023414326
-0.005580899,0.269073205,0.366763997,0.071864362
-0.03075257,0.097159876,0.08575878,0.10162307
-0.099041504,0.029745086,0.293170531,0.160837464
0.134326536,-0.043531078,-0.412825639,0.110920365
0.026805675,0.134176381,-0.208917311,0.127521733
0.100085451,0.188854215,0.265871388,-0.078787746
-0.00291425,-0.786928544,-0.367724209,-0.076770426
0.078773923,-0.071361681,0.390611459,-0.107596371
-0.095501536,0.199416242,-0.300429301,-0.089375871
0.312833415,-0.195457506,-0.193119447,-0.081891005
-0.136112955,-0.265061745,0.196273622,-0.04317931
-0.081313617,0.300671384,-0.308068216,-0.01399563
-0.151439757,-0.029942507,-0.171019668,-0.007456582
0.065793448,-0.194139919,0.300752907,-0.031363964
0.036382515,0.147041631,-0.092804556,0.052399074
-0.000977968,-0.143421521,-0.464600031,0.024042369
-0.040995935,-0.347178442,0.464163514,0.068626371
-0.097347777,-0.171431411,-0.977814418,0.04172716
-0.051568398,-0.225318616,0.217873814,-0.117036704
-0.004318377,-0.227432502,-0.094619166,0.072511528
0.31350985,-0.015434773,0.105626448,0.063982008
0.032710694,-0.051340525,0.38488512,-0.040066146
-0.132254278,-0.147170055,0.272971975,0.0556203
0.112000098,0.028423999,0.033882965,-0.012249851
0.067189187,-0.129303177,-0.033842523,0.127388589
-0.011393289,0.385243715,-0.54545059,-0.026739411
0.130620999,-0.169455082,-0.38067558,0.077653317
0.122105388,-0.012488474,-0.039619955,-0.049650477
-0.164153703,0.198543542,-0.288879406,0.080872395
-0.157561593,0.255393969,0.505220433,0.03753478
0.033166449,-0.023173226,-0.190793066,-0.092760112
0.029444939,0.280464606,-0.291335811,0.064148204
0.005987932,0.225228396,0.561992626,0.099743641
0.047890292,0.045064365,0.426417421,-0.171922305
0.262744862,-0.092021248,-0.032766755,-0.156040576
-0.057269653,-0.267745563,0.018234674,-0.031310669
0.013130208,0.066235275,-0.080476286,0.088668928
0.056834745,-0.099368049,-0.631466112,0.104786819
0.056985987,0.295342252,-0.249955817,-0.009996615
-0.155345921,0.186776661,0.05810027,0.168141804
0.04739767,0.535202666,-0.486088208,-0.012062695
0.196508181,-0.178542585,-0.19357879,0.01879389
0.103723805,0.253604468,2.946018181,0.085559664
-0.082327179,0.310104055,3.280302127,-0.077472309
0.0813447,-0.039095488,4.037975801,-0.100773783
0.071086271,0.014352076,3.606671464,-0.033360676
-0.173379094,-0.494933902,0.21451342,-0.048862573
0.093862908,-0.200827037,0.320614109,0.154287478
-0.099712046,0.020762053,0.05939992,-0.074476053
-0.085272399,-0.028572823,-0.119152765,-0.026184068
-0.137089708,0.026871021,2.349215315,0.004694815
0.148888631,0.099179693,4.102757641,0.058046094
0.124984277,-0.402653278,3.754680071,-0.044916985
-0.019246188,0.248052463,-0.023619349,-0.103487187
0.005618504,-0.079138281,0.503580899,-0.045347704
0.06731375,0.200092065,-0.024977378,-0.017925742
0.149513642,0.399581657,3.262538687,-0.06800862
-0.171222859,-0.238649518,3.321444988,-0.270865264
0.026903128,-0.256960544,3.204602896,-0.059022521
-0.077605528,-0.291318323,-0.352222426,0.036146764
-0.008033626,-0.069553464,-0.083751389,0.796092345
-0.069069867,-0.210494568,-0.286789568,0.625877769
0.127596388,-0.008973762,-0.332674448,0.755502153
0.006171004,0.187701973,-0.123205821,1.019401627
-0.171705165,0.108478877,-0.140644292,0.538249122
0.04313617,0.183325258,-0.295016079,0.732090288
-0.140781049,-0.146398957,-0.314196396,0.706842764
0.152960457,-0.169887757,2.88765389,0.872648058
-0.046475788,-0.029747359,3.75853971,0.715738524
0.054604354,-0.276481804,3.434210703,1.025194618
-0.073406612,0.02915663,0.234851756,0.769879289
0.215049027,0.255007436,-0.321459908,0.786006621
