Appliances Current Profile of single day,,,
Air Conditioner,Electric Kettle,Electric Iron,Water Dispensor
-0.221068806,-0.157303871,-0.048932913,0.863691982
0.186824262,-0.064449361,0.003092076,0.64474511
0.017966352,0.168414517,0.120078652,0.800252073
0.023833205,0.203539619,-0.24589534,0.788055666
-0.175010847,-0.483071003,0.076173398,0.846615558
-0.034911455,0.016906111,0.150173704,0.847093877
0.083931213,-0.253699431,0.300248302,0.792689133
0.047902465,-0.249004976,0.31103651,0.694179829
-0.003146026,0.088847788,0.63221419,0.806404659
0.014079957,-0.246384621,-0.52121799,0.865866433
0.014048791,0.344844819,0.335386818,0.575631951
0.125726388,-0.234800906,-0.234873713,0.650662709
-0.078528786,-0.046296541,-0.197083269,0.640254159
0.115511111,0.231742815,0.231708183,0.789080098
0.137152802,-0.125832441,0.151459406,0.798258238
0.011173857,-0.166766578,-0.485344272,0.876458931
-0.041989735,-0.219675794,0.451438453,0.77773646
-0.113634153,-0.204879422,-0.03292965,0.705568716
-0.086888409,-0.117339073,-0.457079489,0.764890571
0.152252196,0.242066628,-0.462019114,0.911690091
-0.044809048,0.377086688,-0.179723204,0.792492833
0.083161439,-0.312167516,-0.363718451,0.789254217
-0.029709399,-0.302641333,-0.202568712,0.623331671
0.059752792,0.211790556,-0.166567004,0.800880013
0.094957396,-0.063577005,0.354546369,0.837297915
0.015144784,0.316253046,0.163017673,0.784318953
-0.001696227,0.080823419,0.318719651,0.606070734
0.124053289,-0.382963551,0.258080593,0.846099311
-0.032195952,0.074370443,-0.336194539,0.796181148
-0.039864938,-0.122409375,-0.075062621,0.826379347
0.123305398,-0.134151151,0.021321587,0.970135495
0.003833089,-0.264047568,-0.116115503,0.802915976
0.076526205,0.593839288,0.399808502,0.764516421
-0.00171789,0.167755935,0.341062715,0.897452767
-0.005021808,-0.534290715,0.000905832,0.770394931
-0.046168288,-0.102985429,0.346025339,0.927057538
0.073948433,0.075150526,0.322497225,0.708932721
0.085870038,-0.065278031,0.213092695,0.772769895
-0.133216734,-0.162370106,0.518831679,0.782405724
0.089209996,0.053779306,0.109965303,0.828463412
0.16605723,0.310651821,0.601943517,0.951095748
0.083485223,0.162162493,-0.698368628,0.887383675
13.34996276,0.101785219,0.161165614,0.92730957
13.64684713,-0.487083893,0.409896965,1.014706553
13.7353925,-0.071210228,0.319830406,0.790442787
14.01948278,-0.102959324,0.435961913,0.610467615
13.20256862,0.057868406,0.028144441,0.814557032
14.34527729,-0.097140811,-0.22595937,0.638968493
14.13622562,-0.424855399,-0.330515341,0.662625075
13.79725651,-0.361858492,-0.020841839,0.841196665
14.09160429,-0.075996271,0.136482382,0.802887328
14.02076,-0.120837529,-0.37095146,0.744701827
13.84928412,0.084289401,-0.110696726,0.665594985
13.37250942,0.001340967,0.178033283,0.829133563
13.64991653,-0.439026296,0.233206287,0.70346113
13.57451203,0.133727759,-0.291469844,0.716335389
14.07407191,-0.162010981,-0.320893384,0.6770975
13.73001445,-0.036733027,-0.26628329,0.719314094
14.20191253,0.03648971,-0.175649331,0.882770381
14.19023699,-0.23783617,-0.572561597,0.733047981
13.98258239,0.55156252,-0.224539186,0.822717259
14.41832985,-0.153402444,0.076557353,0.912951807
14.05654439,-0.036672325,-0.286219746,0.957058165
14.11941378,0.122601648,-0.18465558,0.658899301
13.7128622,0.062670213,0.312731054,0.633371935
13.43196917,-0.132424656,-0.069332455,0.964096535
13.7397579,-0.06092543,0.417674308,0.502124241
13.32719307,0.071644961,-0.435617145,0.796480564
13.83874475,-0.07689168,-0.377830016,0.908572313
13.80562917,-0.039208844,-0.328611546,0.890470357
13.43343605,-0.282782283,0.526253875,0.607330509
13.7855775,-0.064363909,0.120202417,0.702756695
13.44900629,-0.075922851,0.368043354,0.841770791
13.40869118,-0.070080082,0.570725959,0.837379251
12.74173565,0.130756197,-0.311928138,0.721970337
12.9130614,-0.32698476,-0.133253215,0.644709301
13.16386171,-0.193005774,0.331507096,0.701392112
13.48826679,-0.108080758,-0.239776462,0.783924247
13.56911755,0.15775893,-0.151616686,0.833848772
13.32636192,0.125658966,0.293722115,0.775024099
13.37318566,-0.344896356,-0.40708067,0.667505297
12.78077053,-0.178139176,-0.218255337,0.890073357
13.67245953,-0.107504648,-0.361105433,0.878108675
13.23024163,-0.168087575,0.177357024,0.81527043
13.4957717,-0.278469746,0.009692413,0.777082409
13.21248179,0.123260165,0.033920804,0.587468874
13.78741881,0.116893537,0.175253257,0.87563363
13.67440608,0.031053393,-0.509533786,0.782706637
13.5960821,0.137013173,0.339265017,0.769352899
13.68006468,0.387935176,-0.620229155,0.725120263
13.27108839,-0.333491489,-0.157638473,0.894935004
12.21138611,-0.084266972,0.880601709,0.922082543
13.04819536,0.205551288,-0.127158658,0.731365152
13.05779881,-0.114658618,0.115161654,0.760098581
12.98152136,0.134997639,-0.577246792,0.722618277
13.18857233,-0.128554787,-0.223772191,1.074170934
13.06746996,0.249934053,0.808767026,0.852926026
12.61182827,-0.158574615,-0.181168306,0.872075742
12.83783211,0.158368235,0.049528694,0.835408364
13.1002077,0.314178925,-0.018058661,0.799617324
13.33659385,0.018036316,-0.2272693,0.883298694
12.12253238,-0.495826916,0.247852876,0.792377296
11.99633982,-0.059969549,-0.43375301,0.607949226
12.97050481,-0.14599167,0.860771111,0.702305566
12.91133808,0.396109365,-0.278813074,0.816381157
13.09570312,0.127741992,-0.038550948,0.79575831
14.03853731,0.28947544,-0.189423858,0.686228633
13.81540577,0.052118629,-0.216195503,0.811076261
13.83106515,0.319496492,-0.427084212,0.763306679
13.82586004,-0.326436921,0.391923495,0.798143406
13.78676298,-0.125166019,-0.072121348,0.67356275
13.85895379,0.180825735,0.232760156,0.815160224
13.95118949,0.289415025,-0.710830139,0.681808373
13.88379741,0.005899274,0.044172661,0.684947882
13.74096432,-0.323863786,-0.44896759,0.709238042
13.93132276,-0.165891948,-0.092256072,0.685829514
13.91351648,0.210971628,-0.207342116,0.879964247
13.83223818,0.01653429,0.13405747,0.792094017
13.97370432,-0.383176783,-0.078311133,0.821673753
13.83720517,0.132354905,-0.358987309,0.55704441
14.07900659,9.093505208,0.159337516,0.828953872
14.06653561,7.903980577,-0.103121097,0.769807803
14.11469316,2.352754057,-0.257509694,0.746139976
14.18673376,2.66260032,0.219464785,0.752878808
14.2685161,3.376226093,-0.145253084,0.701684775
14.0815485,3.94111056,-0.354034372,0.571897529
14.23970721,4.528778751,0.383395362,0.722780946
14.3004267,-0.111250848,-0.033382574,0.827200407
14.21937583,0.452901753,0.331054571,0.888049702
13.89140981,-0.172258457,0.214359557,0.961586625
13.81248229,0.352929422,-0.272340873,0.886353768
13.78568017,0.02190962,0.055609212,0.868076764
13.80236235,0.031623615,-0.214095618,0.725363378
13.77644331,0.335559601,0.375982322,0.823271614
13.68739729,0.124813642,0.405821503,0.830431534
13.92454534,-0.099867986,0.096621396,0.820384757
13.75274292,-0.001980095,-0.650765158,0.679243862
13.99255897,-0.185975328,0.056402307,0.777949097
13.87709278,-0.133008162,0.192208626,0.863020035
13.43446109,-0.078845483,0.151688118,1.0090126
13.61465579,-0.168542978,-0.093343898,0.860906958
13.48611479,0.121833425,0.346242433,0.801109047
13.58628881,-0.127383129,0.212044797,0.792886798
13.51806849,-0.512658042,-0.173466561,0.821929882
13.79771702,0.130469841,-0.178330567,0.615502949
14.06896146,0.346768901,0.347695792,0.639261367
14.33868622,0.212293678,0.515561156,0.759103324
14.08269889,-0.256386675,0.656038515,0.702788497
14.29964724,-0.158196535,0.120728824,0.699433912
14.22436388,-0.356387994,-0.228127606,0.626631735
14.0017239,0.310525145,-0.313841193,0.713751031
14.30417836,0.061168461,0.090100342,0.913061907
13.9933055,-0.244860668,0.049399262,0.80879114
14.09507316,-0.175072425,-0.371906869,0.771100858
14.60667857,0.300791633,0.135399047,0.855256032
14.41565316,-0.060574143,0.268426661,0.517182467
14.69815271,0.111458923,-0.633694981,0.811405741
14.68462829,0.00133802,-0.824680407,0.82956824
14.47582548,-0.026548048,0.084386398,0.67503261
14.54317548,0.326432638,-0.241518973,0.877476518
14.86297401,-0.348401877,-0.610335319,0.729285446
14.5929196,-0.136636067,0.021196347,0.555568215
14.52676653,-0.243994151,-0.46550445,0.575307786
14.58058193,-0.352333745,0.070958356,0.651694442
14.73044212,0.204013331,0.949321308,0.766772366
14.7316688,0.144836417,0.207833306,0.719444381
14.56812835,9.81E-05,-0.357105166,0.544712024
14.81039433,-0.068943819,0.297617929,0.573355405
14.86626926,0.020955368,-0.058973336,0.781981514
14.62966816,0.204514913,0.204324725,0.760405062
14.23720668,0.015045823,-0.398395892,0.733434221
14.3635495,0.198517376,0.338210746,0.772332781
14.50044022,0.043875527,-0.594157346,0.634347671
14.60848335,-0.060088036,-0.106157604,0.996223078
14.51407016,-0.28839802,0.019835651,0.735792202
14.14967728,-0.036808601,-0.514603378,0.7107935
14.13744952,-0.234784824,0.102848959,0.65014408
14.3854886,-0.328610624,-0.189064474,0.551230068
14.16921264,-0.433322509,0.422314768,0.587877448
14.29058351,-0.062181677,0.031945619,0.700130878
14.31170345,0.043006007,-0.264390281,0.668886237
14.22208809,0.088131745,0.009872857,0.819664766
13.99655973,-0.290013352,0.138926428,0.799215967
14.10199145,-0.111153427,-0.094458623,0.755403337
14.16210921,0.101306846,0.152241862,0.819367803
14.31228213,0.265107738,-0.129275898,0.651274452
14.40865849,0.056140578,0.322079142,0.869965053
14.47533073,-0.041361508,0.230254536,0.860522894
14.52168677,-0.267720247,0.278558211,0.668652978
14.72022154,-0.319829674,0.382382709,0.763020892
14.44844634,-0.180801512,-0.183392805,0.772995679
14.80471764,0.04673685,0.099291107,0.857838594
14.3836088,-0.120555449,0.161153441,0.723572013
14.39974339,0.009861771,-0.476513623,0.826468412
14.4668634,-0.302091863,0.262713542,0.841628603
14.19709594,0.116997407,-0.294216171,0.703613429
14.12434849,0.287464607,0.021189461,0.650843275
14.15259398,-0.166344783,0.294760547,0.718462461
14.04654925,0.080063682,-0.052185473,0.777885539
14.16533558,-0.085987064,0.5336061,0.932433437
14.26749571,-0.411195597,0.823630043,0.906637472
14.12902895,0.04063191,-0.086025947,0.682766794
13.97706091,0.017897237,-0.542996716,0.890373577
13.92248381,-0.041923019,0.16517634,0.851808639
13.94446586,-0.016423676,-0.331982391,0.799240634
14.03730338,-0.151614197,-0.137149874,0.710623366
13.75458265,-0.081210989,-0.348305439,0.622946727
14.06155229,-0.261322455,-0.148231541,0.736549116
13.9200679,0.077776703,0.278208797,0.830240381
14.0441778,0.27524237,-0.120967204,0.695085096
14.23188622,-0.037610651,0.487558325,0.700430179
14.14297188,-0.234871666,-0.076487246,0.606717271
14.11053075,-0.002834034,0.211989223,0.779151287
14.18054301,0.023735218,-0.248969101,0.726092606
14.24283784,0.249060607,-0.037306042,0.740706308
14.12689955,-0.418259672,-0.407113653,0.699989403
13.97709632,0.247611733,0.554739049,0.776941678
14.41297596,-0.217329268,0.148370405,0.692265457
14.14131539,0.204801156,-0.212933344,0.775420916
14.27535202,-0.076908708,-0.221636406,0.851983394
14.16300988,0.260199918,0.29483044,0.888340165
14.25650974,0.011551255,-0.126461424,0.671342264
14.02147365,0.155923822,0.04065734,0.675720489
14.124295,-0.150942051,-0.724770936,0.740448471
14.17459654,0.406544859,0.064325975,0.709989872
14.28691503,-0.365148121,-0.180773329,0.76285318
14.08838189,-0.161736704,-0.385514515,0.615362298
14.18550722,0.363101541,0.002460239,0.71883267
14.05608772,-0.117474516,0.044483992,0.587498125
14.17755739,-0.148360278,0.362823483,0.742062563
14.25574772,-0.018196324,0.139822525,0.8081144
14.34770609,0.42857775,-0.457499015,0.862906492
14.19652245,-0.004764416,-0.18693598,0.702837889
14.33615521,-0.348413692,1.015195463,0.784162398
14.31568633,0.198909957,-0.765066945,0.804914418
14.39108641,0.233936357,-0.150860123,0.734200154
14.39934609,8.808165051,-0.622754195,0.762662554
14.30699884,8.227701499,0.054837333,0.644819134
14.15570662,1.804673361,-0.353096787,0.880924493
14.1503071,2.754994019,-0.289718458,0.684007824
14.1821128,3.323907245,-0.416758266,0.949714781
14.28566827,4.484025922,-0.365151194,0.675914521
13.98887003,4.347263886,-0.226046448,0.807109856
13.84073746,5.464750378,0.070500066,0.6822679
13.95165083,0.207290193,0.079060193,0.799023969
13.73026396,-0.044457659,0.037161319,0.849367913
13.59538368,-0.091738236,-0.125845852,0.857860138
13.56471431,-0.294136967,-0.091360855,0.791790623
13.65788646,-0.005491924,-0.197118004,0.570282164
14.0083925,-0.206972654,0.04781465,0.589084279
13.85235841,-0.376864818,-0.120093402,0.729734293
13.99642963,0.243546906,-0.561940307,0.853047678
13.88556376,-0.186325806,-0.248549869,0.775670895
13.94544724,0.208271109,0.285955317,0.833033382
13.83064255,-0.254317487,-0.01351154,0.773845765
13.60748777,-0.078798423,0.567116189,0.676364395
13.71571415,0.606724504,0.267252148,0.721928175
13.78131555,-0.191812141,0.291865654,0.636719685
13.66129918,0.019653565,0.149305998,0.747208592
13.7623484,-0.326448503,-0.269552459,0.585545075
13.87130875,-0.070162032,-0.787050794,0.797462138
13.92508282,0.353027879,-0.49070854,0.808344578
13.85904172,-0.160868458,-0.101242605,0.671899491
13.84099264,-0.021745491,-0.403735872,0.623115973
13.5300094,0.090281009,-0.275819553,0.78737069
13.69066119,0.054444937,0.053400062,0.568249857
13.71294921,-0.431977639,-0.574234683,0.779895773
13.56104434,0.252633606,-0.325274535,0.860493255
13.5425537,0.119988022,0.160081027,0.58784646
13.82946542,0.02148932,0.241680653,0.86439026
13.65976844,-0.040321805,0.172960076,0.778669551
13.86599118,-0.056555162,-0.163167742,0.745936095
13.71688923,-0.059543945,0.376260748,0.738272378
13.63279548,0.22276879,0.335815934,0.668751863
13.33928305,0.090187023,0.376097629,0.717161291
13.24376397,-0.336546484,-0.304378623,0.528095346
13.36899125,0.097304978,-0.062695542,0.849768076
13.3738082,0.263651585,0.283010109,0.735596927
13.43860907,-0.094476128,0.063704236,0.739818905
13.4321524,0.022370805,-0.082939817,0.659726696
13.54675626,0.068167095,-0.151411341,0.863831536
13.62698176,0.179974502,-0.055280769,0.924091585
13.72497052,-0.049973546,0.03380504,0.716497365
13.69047162,0.267891992,-0.227964614,0.772785986
13.47734355,0.135340151,0.406807689,0.758635827
13.52576067,-0.235804098,-0.31080562,0.646110468
13.69669253,-0.011543524,-0.631524785,0.707457374
13.62354974,-0.177710154,-0.395800089,0.772430381
13.69135232,-0.245123953,-0.369785251,0.615914371
13.92533102,0.447041148,-0.310275316,0.749974033
13.80774447,-0.030660206,-0.162448863,0.842255153
13.87904884,-0.095491669,0.296221599,0.912011185
14.02598426,-0.068268531,-0.613910909,0.848560285
13.47154101,0.270980156,0.276440007,0.481312589
13.82542549,0.086560922,-0.168576664,0.862710969
13.68565293,-0.441755591,-0.038768615,0.821680842
13.49958254,-0.048709655,-0.004254583,0.871506682
13.66412581,0.089380579,-0.090025891,0.745806278
13.51189695,-0.218178189,0.098796578,0.72295788
13.66836312,0.040020263,0.435266224,0.862342593
13.6901813,0.10935751,-0.257092591,1.06186402
13.61488446,0.014975867,0.350602909,0.681223314
13.60536708,-0.158646531,0.529294751,0.745072172
13.66306199,0.006028929,0.18536199,0.765276041
13.50930256,0.213673284,0.294895522,0.666336755
13.60156029,-0.060884264,0.12835371,0.719165954
13.70719983,-0.159716613,-0.271823984,0.673181338
13.50979755,-0.130106696,0.101439031,0.768163725
13.44082169,0.151578382,-0.256986718,0.802812222
13.13147978,0.189703214,0.094925556,0.638910542
13.27392621,0.290551304,-0.211374287,0.834249544
13.31620077,-0.243021563,-0.17974675,0.743773899
12.86299749,0.172461363,-0.596290589,0.765091443
13.07620436,-0.1253387,0.049305105,0.769052751
13.01299187,0.067625009,0.155809371,0.763866961
13.12990934,-0.015942814,0.46410624,0.821564863
13.17584581,-0.081523326,0.150478887,1.006453664
13.15485112,0.358604843,-0.049020462,0.817002336
13.02855981,0.296895104,0.310960865,0.933318883
12.99932532,-0.241962486,-0.306718792,0.659160526
13.03261492,0.289901387,0.169580535,0.783083552
12.87987812,0.076864581,0.20929766,0.766284893
13.06445162,0.40290936,-0.001377108,0.797962862
13.32141956,0.086113763,-0.081763625,0.847554497
13.40999763,0.141286071,0.123197909,0.753229048
13.32115291,-0.034970514,-0.230320711,0.802227788
13.32162402,-0.391607505,0.160374514,0.844334469
13.62113723,0.008517221,0.052803002,0.650543911
13.26086104,0.13321782,0.133229581,0.525153143
13.21250448,-0.446218833,0.121097327,0.831805443
13.02736475,0.171750757,-0.172329206,0.82407043
13.06641055,0.012122151,-0.44530748,0.810341092
13.14236985,-0.064249531,0.515362288,0.729930291
13.25858482,-0.054542668,-0.435146859,0.768818474
13.23922041,-0.055951928,-0.174425427,0.718810244
13.08487563,0.076698779,-0.213014072,0.555632725
13.18069966,0.138925464,0.102034268,0.751644866
13.10213266,-0.177605705,0.007026048,0.750251183
12.85033256,0.432082284,-0.260694533,0.798560261
12.87877425,0.031401505,0.653220178,0.932054355
12.64955321,0.119293083,0.00023879,0.878090413
12.82287453,0.041254624,0.112375991,0.683027207
12.93751011,-0.091887444,-0.051075218,0.794635859
12.860367,0.029570359,0.018090628,0.753325346
12.83118768,-0.262409105,-0.373690645,0.741509775
12.82980549,-0.246221963,0.296868501,0.867497462
12.97836153,-0.164581697,0.104955472,0.846648752
12.97884122,-0.003350141,-0.38617873,0.77889164
12.80726659,0.350433523,-0.102591544,0.790325837
13.22810422,-0.196301185,0.03367139,0.859006841
13.21875176,-0.012158104,-0.312042054,0.805074807
13.15270672,-0.203026999,0.009157021,0.680957754
13.14978479,-0.730155938,0.220275976,0.932575378
13.20756713,0.233305168,-0.273913057,0.922244445
13.46048497,0.15241886,-0.050144902,0.826213406
13.53972502,-0.422894009,-0.609502844,0.677002614
13.4562779,-0.057614307,0.766049008,0.724349972
13.41654962,0.17182925,-0.040617049,0.8347692
13.28547266,0.08168531,-0.171724735,0.898869393
13.60830919,-0.282325855,0.400456012,0.659951209
13.53977083,-0.260803945,0.162638041,0.705840963
13.55242212,-0.239940552,0.430460617,0.887895849
13.64413311,0.131110228,-0.282173943,0.911514353
13.4363273,0.475720362,0.244436483,0.719172859
13.51925383,-0.113634298,0.914960303,0.808294071
13.66450925,0.070661965,0.215194276,0.712385635
13.49756376,0.218139599,-0.405843791,0.938887092
13.62637404,-0.120067699,0.225460243,0.756572474
13.56243656,-0.307978079,-0.089009555,0.566622581
13.72362482,0.147423845,0.156999529,0.674946177
13.42669571,-0.036534306,0.297719081,0.860000344
13.46519404,0.046513355,-0.126214803,0.760817515
13.68952778,-0.006733078,-0.60233119,0.694252067
13.59695199,0.1953423,0.15922454,0.721965588
13.77601289,-0.321849683,0.503093554,0.851271714
13.8082321,-0.008130015,-0.351311482,0.666652539
13.76380739,-0.206215397,0.809220958,0.805387324
13.58215975,-0.200144158,-0.187307649,0.70558054
13.51258064,-0.014162123,-0.00635383,0.821891689
13.55476845,-0.047284282,-0.092909585,0.80421257
13.85582117,-0.212624059,-0.093348351,0.812344216
13.81652114,0.127764607,0.171398798,0.796824122
13.75414859,-0.334581282,-0.003123237,0.88272451
13.64521474,-0.010658321,0.023160847,0.673893698
13.69021556,-0.181673405,-0.447923465,0.732110068
13.71593129,-0.069397232,-0.409972137,0.540585775
13.59829412,-0.213451467,0.434519185,0.892669141
13.59404497,-0.030879476,0.133639346,0.796796175
13.33227118,-0.131801821,-0.197368949,0.996130134
13.6113646,-0.421877228,-0.060963813,0.872645164
13.64413546,-0.285390723,0.253347883,0.82542282
13.44776406,-0.06674622,0.199649665,0.682324248
13.5142172,-0.210642235,0.701692978,0.644920937
13.33313016,-0.05311152,0.076815929,0.832418017
13.36273269,-0.0720787,0.164003862,0.877056884
13.1398016,0.342669759,0.616811103,0.782244292
13.38136829,0.361498647,-0.52270896,0.690896667
13.47415014,0.159659993,0.233736433,0.631709965
13.46902904,-0.14019074,-0.118963779,0.678258186
13.35486915,-0.039038968,0.179816301,0.951788128
13.45557427,0.042897601,0.332427718,0.898411251
13.67409862,-0.148483,0.474531179,0.860107615
13.20615333,0.232575337,0.952272487,0.925263397
13.45721985,-0.157789534,0.132250352,0.920564782
13.26855691,-0.418454106,-0.084080745,0.689493164
13.37005363,-0.309131984,-0.66434851,0.901979859
13.29562766,-0.157661373,0.040456668,0.578125339
13.46969761,0.012217054,-0.78532658,0.741896887
13.45782996,-0.037055241,-0.095314066,0.684722986
13.55528239,0.071273665,-0.368048691,0.792695974
13.59328488,-0.049116083,-0.630710733,0.818220302
13.41054638,0.071041352,-0.157645609,0.913069721
13.00176145,0.018867566,-0.35611298,0.83777165
13.11103898,-0.243098075,1.017890643,0.965145253
13.09677486,0.248991257,0.082119011,0.849636687
13.1227503,-0.130061086,0.015675282,0.823198344
13.25185285,0.110469238,0.434037468,0.646310341
13.32211975,-0.051935916,0.034177608,0.763392018
13.38684005,-0.17906039,-0.005705909,0.766990531
13.36950045,-0.455627502,-0.15258727,0.927932202
13.5712409,-0.113078908,0.011446821,0.786233173
13.46815536,0.136530825,-0.214757846,0.867445399
13.41072762,0.155857044,0.047510206,0.890947753
13.31888559,0.365287918,0.241065032,0.781539093
13.25537256,-0.278876581,-0.118059309,0.757602666
13.25529569,0.068503153,-0.144932104,0.953822531
13.31794831,-0.024882291,0.180808236,0.851747591
13.47623642,0.20356115,0.213739681,0.732586297
13.55572723,0.263245714,0.2603596,0.825950636
13.52618907,-0.016682127,0.009559158,0.772989556
13.59699738,0.19082292,-0.232002255,0.619227127
13.63154982,0.332384347,0.077659087,0.865506729
13.61272475,-0.0192575,0.096575462,0.730753189
13.65505888,0.215918229,0.052215371,0.685190481
13.71121511,-0.181084654,-0.543802515,0.795195553
13.3136558,0.120536766,0.314823446,0.812592819
13.02397916,-0.122236822,0.116898902,0.652172945
12.76059894,-0.305144202,0.085115952,0.673309849
13.08478104,-0.025727214,0.143853636,0.702162857
12.81366606,0.144138156,-0.035523621,0.628974504
13.04902554,-0.030265235,0.23461375,0.834282699
12.96991,-0.351303645,-0.181115321,0.824938646
12.86778155,8.893023912,-0.058189925,0.713416805
12.77075925,7.984275229,0.303014211,0.795492791
12.8902511,2.294498095,0.769629412,0.748883186
12.57941879,2.821282381,0.111747564,0.820102498
12.85140484,3.369783694,-0.251053155,0.89530848
12.73619103,4.442152978,-0.497485596,0.694957699
12.9066154,4.679622368,-0.109228556,0.80863044
12.69364567,5.03113521,-0.65390057,1.078186831
13.04390043,0.254936342,0.024474832,0.713875031
13.23147026,-0.273503342,0.028076166,0.739771885
13.13985542,-0.039171512,0.187126947,0.65730625
12.98446522,-0.142225063,-0.111140028,0.657437953
12.81644806,-0.131065657,-0.386804877,1.151282706
12.67821686,-0.045785153,0.080370249,0.793590906
12.87612277,0.184230422,-0.133945531,0.64863733
12.47796809,0.435240521,0.975443839,0.632702516
12.91784288,0.071129887,0.017850846,0.854938325
12.75281251,0.232316757,-0.055195803,0.71248114
12.73326158,-0.090234492,0.047042377,0.697318171
12.78146658,0.080653086,-0.294441762,0.866502458
12.91643707,-0.275843823,-0.033414957,0.758052802
12.89445989,0.080784484,0.354730205,0.792337213
12.99623916,0.29569177,-0.221625799,0.702915854
12.93096328,0.087750011,-0.497756533,0.687279144
12.69112543,0.21295266,0.147180014,0.745978519
12.89121932,0.273266346,0.120351816,0.780551996
13.03213549,-0.056011309,-0.072260609,0.809605522
13.1766142,-0.244022542,-0.303202267,0.777743253
13.19049104,-0.104206189,-0.392918784,0.88190288
13.34107392,-0.150685504,0.048867742,0.834511252
13.41971419,0.074459533,0.009492391,0.530330876
13.49102691,0.31477685,0.370924416,0.823180952
13.44118625,-0.35644771,0.18715359,0.816768074
13.59784698,0.008656478,0.226081856,0.780696014
13.41998448,0.294069904,-0.158627823,0.829647015
13.58185297,0.084855331,-0.045875348,0.763298619
13.6911149,-0.181040112,-0.610358022,0.840235129
13.64888044,0.055674891,0.427545889,0.878965221
13.43282311,0.26750111,-0.304221008,0.838189817
13.53517957,0.155116745,0.170310019,0.823455957
13.29160368,0.087488404,-0.182257534,0.902329588
13.35939645,0.062718937,0.111982461,0.658106643
13.63007431,0.008708357,0.290820281,0.9126801
13.45900786,-0.215649327,-0.104652762,0.848615409
13.46318427,-0.27219226,-0.239022832,0.84237563
13.57134427,-0.006538491,0.022120587,0.906698796
13.44809068,-0.001477597,0.063300868,0.602065679
13.64169934,0.324759987,0.082467492,0.878551774
13.6137522,-0.165046419,-0.00013423,0.634224705
13.72283104,0.279782103,-0.142030903,0.806687258
13.84988869,0.220106645,0.015975198,0.785691526
13.69908588,0.495580802,0.207860849,0.803051493
13.80308517,0.130104395,-0.252980661,0.806266488
13.84752019,-0.078387545,-0.011202194,0.882530722
13.68218815,-0.148801173,0.539599413,0.756314582
13.73122957,0.321867341,-0.067471447,0.69788842
13.41364992,0.094026798,-0.265574034,0.912816043
13.0605288,0.124128543,-0.214315158,0.737187356
12.81973855,0.09929685,0.253553416,0.821049331
12.77461326,-0.189264101,-0.654093,0.72294043
12.56882608,3.23E-05,0.223155349,0.687758169
12.63949737,0.165745771,-0.088312547,0.678223576
12.47944152,0.460846356,-0.229590146,0.68006831
12.44309442,-0.00092194,-0.013464919,0.82085626
12.48301461,8.844344923,0.345417885,0.691529971
12.24793789,8.170823556,-0.082610216,0.867483345
12.18621115,1.973217799,0.685912484,0.794980896
12.26729759,3.088369828,-0.306003037,0.806896452
12.32533071,3.366261697,0.33739605,0.751910391
12.09271375,4.123918179,-0.566825671,0.872103462
12.45304037,4.764682587,-0.154261614,0.693233191
12.63444358,5.248070475,-0.090420366,0.549256644
12.83240848,-0.214878373,-0.351858753,0.728201587
12.84153755,-0.073009779,0.22915891,0.544245928
12.96541486,-0.057469629,0.151303515,0.742655122
13.10823235,0.21740006,0.435133225,0.710578239
13.02199086,-0.129833205,-0.199370633,0.881581776
12.71898995,-0.36787284,0.318158905,0.74546819
12.73787884,0.14417291,0.047117141,0.804075903
12.9012181,0.276974557,0.39700805,0.927497367
12.87925338,0.085174906,0.150329727,0.711349427
12.98937299,-0.112467015,-0.021561739,0.738216671
13.00910295,-0.126253069,-0.037428443,0.728239673
12.96788986,-0.13830616,-0.286895413,0.76023991
12.95277955,-0.11076556,0.270236677,0.922100684
13.07304948,0.046025064,-0.003186868,0.795466739
12.91003555,-0.007532189,0.799437357,0.809266731
13.32703654,-0.023227151,-0.347604151,0.685103411
0.022389743,0.135935424,-0.096734733,0.911469448
0.176357021,-0.41965671,0.011679317,0.762915816
-0.038217648,-0.135829949,0.242539828,0.78811002
0.038084638,-0.274710385,-0.290400713,0.715021099
0.086934356,0.09712355,0.143170116,0.7055711
0.037993258,0.228308865,-0.101861547,0.729631938
-0.14360534,-0.207872125,0.071662881,0.779669464
0.108507074,0.168517977,-0.57790548,0.763773544
0.064432719,0.10514015,0.205775869,0.802764694
-0.026242492,0.109307324,0.372735489,0.791050407
-0.101336756,-0.090640378,-0.203356877,0.872190454
0.0435992,0.243775493,-0.106847738,0.789979971
0.050676354,0.56047673,-0.224902194,0.835691162
-0.06667225,-0.283485526,-0.049551913,0.803466762
0.013818403,0.052331063,-0.002875195,0.772460441
0.141909774,-0.245920288,0.29528885,0.794035162
0.044635493,0.176378178,0.355386315,0.882157573
0.03266857,0.102262754,-0.204161759,0.822827402
-0.054014537,-0.001028681,0.656642478,0.931352054
-0.046499599,-0.035096417,-0.187513336,0.751432543
0.005158588,-0.568720166,0.730639073,0.822498941
0.070326917,0.097879767,-0.096172039,0.76978601
0.195033762,0.145109482,0.243925791,0.837877517
0.010255144,-0.358768534,-0.266166922,0.943690505
0.016058012,-0.108800824,0.173140158,0.938570276
-0.117434328,0.394130859,0.041857067,0.782624386
0.040196887,0.142399203,-0.007913984,0.78603155
